minute,radiant_gold_adv,radiant_xp_adv,match_id
1,0,0,4074255285
2,-86,100,4074255285
3,-645,-218,4074255285
4,-504,-397,4074255285
5,-1233,-996,4074255285
6,-1491,-939,4074255285
7,-1737,-310,4074255285
8,-2343,-1564,4074255285
9,-2512,-1786,4074255285
10,-712,-446,4074255285
11,-1232,-976,4074255285
12,-1167,-789,4074255285
13,644,700,4074255285
14,202,29,4074255285
15,1249,1129,4074255285
16,2126,1008,4074255285
17,3342,1689,4074255285
18,3361,834,4074255285
19,3831,1757,4074255285
20,3804,1250,4074255285
21,3976,1366,4074255285
22,5385,2355,4074255285
23,5906,2895,4074255285
24,5665,2285,4074255285
25,5216,2701,4074255285
26,6207,8349,4074255285
27,8856,9193,4074255285
28,11362,14776,4074255285
1,0,0,4074356696
2,81,337,4074356696
3,384,395,4074356696
4,76,-223,4074356696
5,93,-331,4074356696
6,-718,-673,4074356696
7,-211,49,4074356696
8,-1140,-1511,4074356696
9,-615,-943,4074356696
10,-688,-1091,4074356696
11,-407,-1663,4074356696
12,-645,-3081,4074356696
13,156,-2448,4074356696
14,-21,-2247,4074356696
15,333,-1420,4074356696
16,-74,-2445,4074356696
17,59,-2101,4074356696
18,-665,-3253,4074356696
19,-847,-3016,4074356696
20,-1134,-3499,4074356696
21,-1107,-3662,4074356696
22,-199,-2598,4074356696
23,-902,-4001,4074356696
24,-1560,-4716,4074356696
25,-1156,-2274,4074356696
26,-837,-2324,4074356696
27,-306,-720,4074356696
28,-431,-56,4074356696
29,-1292,-3452,4074356696
30,-863,-1938,4074356696
31,-1025,-1846,4074356696
32,-3010,-7733,4074356696
33,-5199,-10831,4074356696
34,-4922,-10591,4074356696
35,-4574,-10186,4074356696
36,-3757,-7254,4074356696
37,-3090,-6618,4074356696
38,-2622,-4976,4074356696
39,-1733,-4076,4074356696
40,-1161,-3238,4074356696
41,-2274,-6904,4074356696
42,-3223,-12703,4074356696
43,-6694,-14223,4074356696
44,-8640,-14268,4074356696
45,-8829,-15079,4074356696
46,-9804,-15395,4074356696
47,-10684,-12816,4074356696
48,-10348,-12711,4074356696
49,-7627,-11490,4074356696
50,-7748,-11327,4074356696
51,-7828,-11413,4074356696
52,-10304,-17896,4074356696
53,-11250,-17549,4074356696
54,-12139,-20062,4074356696
55,-12762,-21689,4074356696
56,-12077,-21632,4074356696
57,-14194,-23345,4074356696
58,-14947,-22010,4074356696
59,-18534,-20606,4074356696
1,0,0,4074440208
2,388,-33,4074440208
3,683,524,4074440208
4,764,604,4074440208
5,1692,1487,4074440208
6,1571,1061,4074440208
7,2501,2106,4074440208
8,3179,2685,4074440208
9,4353,2663,4074440208
10,5581,3265,4074440208
11,5477,2606,4074440208
12,5944,1279,4074440208
13,6498,1949,4074440208
14,7173,1346,4074440208
15,7980,1294,4074440208
16,8333,734,4074440208
17,10857,3393,4074440208
18,11510,5651,4074440208
19,10933,5427,4074440208
20,11089,6533,4074440208
21,11663,6482,4074440208
22,12307,6429,4074440208
23,13111,7620,4074440208
24,13076,7882,4074440208
25,13331,8430,4074440208
26,14459,11596,4074440208
27,13389,7361,4074440208
28,14589,7730,4074440208
29,13810,6648,4074440208
30,14366,8218,4074440208
31,14610,8382,4074440208
32,18453,13355,4074440208
33,19649,17959,4074440208
1,0,0,4074486307
2,-22,0,4074486307
3,493,559,4074486307
4,411,284,4074486307
5,280,301,4074486307
6,600,723,4074486307
7,-315,803,4074486307
8,712,2253,4074486307
9,833,2213,4074486307
10,1421,2457,4074486307
11,918,2133,4074486307
12,-410,548,4074486307
13,-1449,349,4074486307
14,-1412,-148,4074486307
15,-1078,62,4074486307
16,-1697,-672,4074486307
17,-2515,-516,4074486307
18,-2210,-690,4074486307
19,-2317,-889,4074486307
20,-888,1328,4074486307
21,-2091,261,4074486307
22,-2245,1574,4074486307
23,-2918,-716,4074486307
24,-3764,-3144,4074486307
25,-4122,-3773,4074486307
26,-4058,-3850,4074486307
27,-3301,-2337,4074486307
28,-3310,-2810,4074486307
29,-4166,-3969,4074486307
30,-6170,-9834,4074486307
31,-8284,-11772,4074486307
32,-9807,-9496,4074486307
33,-10068,-10295,4074486307
34,-10310,-9851,4074486307
1,0,0,4074591870
2,-354,183,4074591870
3,-347,221,4074591870
4,-402,-28,4074591870
5,-568,96,4074591870
6,-454,-13,4074591870
7,-842,-423,4074591870
8,-484,83,4074591870
9,-368,458,4074591870
10,-837,-452,4074591870
11,-828,-299,4074591870
12,781,565,4074591870
13,17,-176,4074591870
14,-1849,-1497,4074591870
15,-2025,-1974,4074591870
16,-1962,-1971,4074591870
17,-2709,-2800,4074591870
18,-3074,-5092,4074591870
19,-3453,-4842,4074591870
20,-5030,-9130,4074591870
21,-5387,-9594,4074591870
22,-4645,-10235,4074591870
23,-4077,-8773,4074591870
24,-5077,-10402,4074591870
25,-5825,-10114,4074591870
26,-6842,-13201,4074591870
27,-8174,-16296,4074591870
28,-9392,-16676,4074591870
29,-9353,-15430,4074591870
30,-8896,-16116,4074591870
31,-11431,-22604,4074591870
32,-14567,-22233,4074591870
33,-17665,-29468,4074591870
1,-368,-56,4074639753
2,-211,-38,4074639753
3,146,22,4074639753
4,-212,-226,4074639753
5,-24,-101,4074639753
6,-781,-673,4074639753
7,-147,-914,4074639753
8,-512,-1397,4074639753
9,-747,-1277,4074639753
10,-870,-496,4074639753
11,-264,-314,4074639753
12,-886,-742,4074639753
13,-188,587,4074639753
14,-1316,-2645,4074639753
15,-810,-2520,4074639753
16,-638,-2160,4074639753
17,-1695,-3725,4074639753
18,-3365,-6846,4074639753
19,-4348,-8414,4074639753
20,-6116,-8271,4074639753
21,-7014,-8712,4074639753
22,-7647,-9573,4074639753
23,-8035,-11386,4074639753
24,-7415,-11979,4074639753
25,-7904,-13925,4074639753
26,-10252,-19449,4074639753
27,-13325,-19954,4074639753
28,-12903,-19031,4074639753
29,-13660,-17056,4074639753
30,-17170,-21027,4074639753
31,-18547,-21186,4074639753
32,-21403,-22743,4074639753
1,0,0,4074694505
2,63,-208,4074694505
3,-859,-262,4074694505
4,-113,144,4074694505
5,52,-154,4074694505
6,251,51,4074694505
7,120,-205,4074694505
8,-557,-706,4074694505
9,774,90,4074694505
10,827,437,4074694505
11,1759,2027,4074694505
12,660,548,4074694505
13,427,385,4074694505
14,-634,-345,4074694505
15,-650,-437,4074694505
16,-363,-53,4074694505
17,-1438,-861,4074694505
18,-628,369,4074694505
19,-564,198,4074694505
20,498,1947,4074694505
21,836,2352,4074694505
22,-704,-373,4074694505
23,-3138,-905,4074694505
24,-2687,-1556,4074694505
25,-1266,849,4074694505
26,-2149,619,4074694505
27,-5380,-2258,4074694505
28,-7815,-6241,4074694505
29,-8444,-4574,4074694505
30,-9541,-6346,4074694505
31,-8282,-4418,4074694505
32,-8609,-3460,4074694505
33,-10516,-8696,4074694505
1,0,0,4074748928
2,288,-169,4074748928
3,303,-110,4074748928
4,512,104,4074748928
5,90,-40,4074748928
6,157,-282,4074748928
7,170,-278,4074748928
8,-351,-441,4074748928
9,637,915,4074748928
10,240,440,4074748928
11,1774,1234,4074748928
12,2723,1875,4074748928
13,3512,3206,4074748928
14,4621,4500,4074748928
15,5328,4147,4074748928
16,6151,4136,4074748928
17,6573,3488,4074748928
18,7059,4056,4074748928
19,7235,3948,4074748928
20,8303,4130,4074748928
21,8355,2944,4074748928
22,8578,1652,4074748928
23,4989,-3729,4074748928
24,2694,-7434,4074748928
25,2330,-8287,4074748928
26,2960,-9607,4074748928
27,1950,-12305,4074748928
28,1368,-13681,4074748928
29,760,-16037,4074748928
30,582,-16235,4074748928
31,330,-16618,4074748928
32,237,-18252,4074748928
33,-872,-18081,4074748928
34,-1196,-20338,4074748928
35,-1003,-19741,4074748928
36,-2702,-20222,4074748928
37,-1068,-19330,4074748928
38,-942,-19774,4074748928
39,184,-20150,4074748928
40,1052,-18048,4074748928
41,717,-19282,4074748928
42,1266,-19280,4074748928
43,1551,-19485,4074748928
44,-4548,-29339,4074748928
1,-339,-56,4074821374
2,-353,54,4074821374
3,30,251,4074821374
4,-202,-317,4074821374
5,89,122,4074821374
6,289,17,4074821374
7,275,-308,4074821374
8,352,2,4074821374
9,577,496,4074821374
10,429,687,4074821374
11,1096,781,4074821374
12,1618,1590,4074821374
13,3488,2996,4074821374
14,4039,4106,4074821374
15,3964,4229,4074821374
16,4722,5960,4074821374
17,5909,6786,4074821374
18,5924,6004,4074821374
19,4141,3637,4074821374
20,5129,6204,4074821374
21,7010,8754,4074821374
22,8737,9462,4074821374
23,9292,8727,4074821374
24,8447,4201,4074821374
25,8593,3911,4074821374
26,8602,4176,4074821374
27,10600,4535,4074821374
28,10890,5177,4074821374
29,11384,5858,4074821374
30,11610,6824,4074821374
31,11513,6351,4074821374
32,11777,6581,4074821374
33,11260,5479,4074821374
34,12148,5967,4074821374
35,11589,5170,4074821374
36,16113,7914,4074821374
37,15465,6171,4074821374
38,14080,4796,4074821374
39,12395,4660,4074821374
40,13654,10465,4074821374
41,8096,-2741,4074821374
42,3596,-3390,4074821374
43,3147,-4760,4074821374
44,2341,-4805,4074821374
45,1236,-5143,4074821374
46,216,-5499,4074821374
47,-3188,-6603,4074821374
48,-4370,-6437,4074821374
49,-5208,-6818,4074821374
50,-6478,-5858,4074821374
51,-9908,-5711,4074821374
52,-11075,-2628,4074821374
53,-11933,-2405,4074821374
54,-10467,4162,4074821374
1,100,50,4078079157
2,-133,51,4078079157
3,-456,-499,4078079157
4,-325,-709,4078079157
5,-665,-762,4078079157
6,-1211,-1446,4078079157
7,-1323,-2209,4078079157
8,-2277,-2735,4078079157
9,-2788,-3262,4078079157
10,-3509,-4509,4078079157
11,-2786,-3729,4078079157
12,-4458,-4203,4078079157
13,-4562,-4027,4078079157
14,-4077,-3397,4078079157
15,-4187,-4052,4078079157
16,-4369,-5200,4078079157
17,-6660,-7053,4078079157
18,-5852,-6546,4078079157
19,-7595,-10953,4078079157
20,-5766,-7044,4078079157
21,-6487,-9482,4078079157
22,-6810,-7404,4078079157
23,-6891,-8916,4078079157
24,-6593,-9502,4078079157
25,-7910,-11314,4078079157
26,-6885,-9407,4078079157
27,-4851,-9061,4078079157
28,-2381,-5128,4078079157
29,2078,2521,4078079157
30,2447,2567,4078079157
31,-104,-2509,4078079157
32,-1068,-1631,4078079157
33,-923,346,4078079157
34,-226,526,4078079157
35,-1847,-5644,4078079157
36,-2703,-9530,4078079157
37,-5443,-12302,4078079157
38,-5127,-12306,4078079157
39,-5057,-11950,4078079157
40,-6166,-13460,4078079157
41,-6544,-13865,4078079157
42,-10324,-14343,4078079157
43,-10563,-13118,4078079157
44,-11734,-12779,4078079157
45,-12536,-12001,4078079157
46,-14649,-14994,4078079157
47,-16164,-14664,4078079157
48,-15580,-6422,4078079157
49,-18184,-4570,4078079157
50,-16793,-4143,4078079157
51,-18280,-5291,4078079157
52,-21887,-6328,4078079157
1,0,0,4078180258
2,-217,219,4078180258
3,424,997,4078180258
4,412,371,4078180258
5,333,162,4078180258
6,223,-217,4078180258
7,148,-226,4078180258
8,92,-650,4078180258
9,506,-627,4078180258
10,711,-1147,4078180258
11,378,-1154,4078180258
12,285,-1615,4078180258
13,136,-1093,4078180258
14,350,-756,4078180258
15,133,-951,4078180258
16,-1401,-3303,4078180258
17,-2898,-4546,4078180258
18,-1840,-2660,4078180258
19,-2292,-3108,4078180258
20,-2876,-3812,4078180258
21,-3234,-3230,4078180258
22,-3352,-3567,4078180258
23,-2715,-3405,4078180258
24,-3835,-5285,4078180258
25,-6470,-11144,4078180258
26,-8991,-13436,4078180258
27,-9666,-13695,4078180258
28,-10064,-11732,4078180258
29,-12571,-15819,4078180258
30,-14241,-15486,4078180258
31,-13707,-14610,4078180258
32,-14527,-15414,4078180258
33,-15481,-16364,4078180258
34,-16947,-17955,4078180258
35,-18320,-18236,4078180258
36,-18151,-17125,4078180258
37,-20709,-17209,4078180258
38,-20808,-16963,4078180258
39,-22590,-18203,4078180258
40,-24034,-20142,4078180258
41,-25554,-19286,4078180258
42,-30251,-23358,4078180258
43,-34482,-28810,4078180258
1,0,0,4078291886
2,-757,-2,4078291886
3,-700,63,4078291886
4,-894,-848,4078291886
5,-1397,-1510,4078291886
6,-640,-534,4078291886
7,-784,-1608,4078291886
8,-2074,-1398,4078291886
9,-2349,-1890,4078291886
10,-3148,-2751,4078291886
11,-2033,-1732,4078291886
12,-641,-2399,4078291886
13,-719,-2664,4078291886
14,-953,-2302,4078291886
15,-1010,-3672,4078291886
16,-1917,-3592,4078291886
17,-1255,-1538,4078291886
18,-3396,-5674,4078291886
19,-3085,-5327,4078291886
20,-906,-2837,4078291886
21,-1275,-3526,4078291886
22,90,-416,4078291886
23,207,-377,4078291886
24,-169,-782,4078291886
25,-580,-2056,4078291886
26,-547,-3694,4078291886
27,-1642,-5844,4078291886
28,-1799,-7734,4078291886
29,-3259,-11248,4078291886
30,-4794,-11978,4078291886
31,-5737,-14403,4078291886
32,-3149,-8951,4078291886
33,-3066,-8177,4078291886
34,-3333,-10600,4078291886
35,-3930,-11523,4078291886
36,-4395,-12411,4078291886
37,-5535,-13869,4078291886
38,-4293,-8321,4078291886
39,-4085,-7786,4078291886
40,-3598,-12047,4078291886
41,-4607,-12443,4078291886
42,-6597,-14760,4078291886
43,-7892,-15916,4078291886
44,-9096,-16764,4078291886
45,-10425,-17874,4078291886
46,-10364,-11676,4078291886
47,-13193,-11221,4078291886
48,-18172,-11165,4078291886
49,-18269,-9504,4078291886
1,0,0,4078363316
2,-497,-264,4078363316
3,-426,-200,4078363316
4,-134,251,4078363316
5,656,980,4078363316
6,828,1040,4078363316
7,143,790,4078363316
8,-276,-140,4078363316
9,-40,343,4078363316
10,311,1093,4078363316
11,406,1221,4078363316
12,505,1168,4078363316
13,286,1466,4078363316
14,-459,-394,4078363316
15,-95,165,4078363316
16,267,-301,4078363316
17,588,-748,4078363316
18,36,-2546,4078363316
19,1249,-719,4078363316
20,1496,-22,4078363316
21,2685,3579,4078363316
22,3614,4550,4078363316
23,3764,5158,4078363316
24,1017,839,4078363316
25,213,43,4078363316
26,-128,-489,4078363316
27,-759,-1792,4078363316
28,-2620,-6414,4078363316
29,-3930,-11325,4078363316
30,-6765,-12135,4078363316
31,-6634,-12045,4078363316
32,-9168,-17408,4078363316
33,-10576,-18783,4078363316
34,-12683,-21613,4078363316
35,-15521,-24038,4078363316
36,-14289,-21512,4078363316
37,-15542,-24541,4078363316
38,-20256,-29513,4078363316
1,0,0,4078412913
2,-257,42,4078412913
3,-860,-619,4078412913
4,-507,-177,4078412913
5,-368,8,4078412913
6,-1108,-792,4078412913
7,-2187,-1000,4078412913
8,-2272,-831,4078412913
9,-2675,-1440,4078412913
10,-2831,-1618,4078412913
11,-4058,-2663,4078412913
12,-5256,-3266,4078412913
13,-5871,-1738,4078412913
14,-5553,-1636,4078412913
15,-6505,-3262,4078412913
16,-6307,-3137,4078412913
17,-6498,-3007,4078412913
18,-4942,-1426,4078412913
19,-4933,-2131,4078412913
20,-4574,-2074,4078412913
21,-5416,-3105,4078412913
22,-5890,-3186,4078412913
23,-5972,-3687,4078412913
24,-6419,-4407,4078412913
25,-871,4622,4078412913
26,-2126,2519,4078412913
27,-1275,3671,4078412913
28,-2530,-1621,4078412913
29,-2538,-2038,4078412913
30,-2499,-2733,4078412913
31,-4099,-7961,4078412913
32,-6488,-8045,4078412913
33,-7626,-10380,4078412913
34,-6327,-10313,4078412913
35,-8249,-12696,4078412913
36,-7156,-10548,4078412913
37,-6624,-6387,4078412913
38,-6285,-1987,4078412913
39,-5615,-2575,4078412913
40,-4617,-2960,4078412913
41,-4864,-3065,4078412913
42,-4388,-3406,4078412913
43,-4188,-4275,4078412913
44,-3539,-2805,4078412913
45,-5181,-5029,4078412913
46,-5502,-7407,4078412913
47,-6665,-6928,4078412913
48,-7034,-6268,4078412913
49,-8331,-6605,4078412913
50,-8953,-6359,4078412913
51,-7732,-5653,4078412913
52,-9526,-3302,4078412913
53,-10142,161,4078412913
54,-10327,-1534,4078412913
55,-11161,-946,4078412913
56,-12294,-5836,4078412913
57,-12230,-3838,4078412913
58,-6030,-4454,4078412913
59,-2305,-4057,4078412913
1,0,0,4078478649
2,105,91,4078478649
3,254,439,4078478649
4,156,649,4078478649
5,509,1170,4078478649
6,773,1415,4078478649
7,1665,1906,4078478649
8,1896,2387,4078478649
9,1299,1694,4078478649
10,970,1468,4078478649
11,718,1614,4078478649
12,1868,3168,4078478649
13,829,2570,4078478649
14,439,1951,4078478649
15,982,1834,4078478649
16,686,2651,4078478649
17,2124,4972,4078478649
18,1074,2963,4078478649
19,739,2118,4078478649
20,328,2058,4078478649
21,533,2566,4078478649
22,437,3586,4078478649
23,1432,5689,4078478649
24,1104,5024,4078478649
25,1411,4822,4078478649
26,1378,4376,4078478649
27,1663,4631,4078478649
28,1079,2893,4078478649
29,1495,2512,4078478649
30,3470,4818,4078478649
31,3253,5047,4078478649
32,2422,5260,4078478649
33,3122,5204,4078478649
34,2226,6562,4078478649
35,2160,9116,4078478649
36,3392,13145,4078478649
37,6285,18169,4078478649
38,6171,18359,4078478649
39,4623,14295,4078478649
40,4668,14246,4078478649
41,5083,14864,4078478649
42,8410,16894,4078478649
43,8843,18547,4078478649
44,8606,17624,4078478649
45,7159,19977,4078478649
46,7241,21396,4078478649
47,7058,13948,4078478649
48,6650,13137,4078478649
49,6785,12419,4078478649
50,6433,11130,4078478649
51,7211,11130,4078478649
52,9556,12378,4078478649
53,10298,12132,4078478649
54,10272,12107,4078478649
55,9580,12166,4078478649
56,10339,10672,4078478649
57,7883,10348,4078478649
58,12363,11016,4078478649
59,13267,10789,4078478649
60,8446,9287,4078478649
61,8128,9090,4078478649
62,10500,8805,4078478649
63,10255,8479,4078478649
64,14658,8363,4078478649
65,21075,8363,4078478649
1,0,0,4078566725
2,32,173,4078566725
3,92,-15,4078566725
4,-97,-351,4078566725
5,281,166,4078566725
6,-233,-189,4078566725
7,147,97,4078566725
8,384,-60,4078566725
9,735,66,4078566725
10,1031,556,4078566725
11,986,58,4078566725
12,967,206,4078566725
13,1144,824,4078566725
14,601,-276,4078566725
15,188,-422,4078566725
16,222,-146,4078566725
17,-532,-317,4078566725
18,-164,202,4078566725
19,-283,354,4078566725
20,632,1498,4078566725
21,1366,2877,4078566725
22,578,1668,4078566725
23,1006,3066,4078566725
24,3260,9378,4078566725
25,4364,11070,4078566725
26,4958,11244,4078566725
27,4373,13696,4078566725
28,5128,15310,4078566725
29,3813,10849,4078566725
30,4176,12458,4078566725
31,5262,15793,4078566725
32,9058,23142,4078566725
33,10445,25187,4078566725
34,14746,29124,4078566725
35,17459,32529,4078566725
1,368,56,4080316101
2,161,-315,4080316101
3,104,-205,4080316101
4,138,-257,4080316101
5,217,70,4080316101
6,-131,-90,4080316101
7,375,208,4080316101
8,465,40,4080316101
9,571,357,4080316101
10,-39,189,4080316101
11,-536,-200,4080316101
12,-696,-1072,4080316101
13,-237,146,4080316101
14,397,728,4080316101
15,1025,-428,4080316101
16,348,-1412,4080316101
17,-1595,-2327,4080316101
18,-617,-1509,4080316101
19,-831,-2911,4080316101
20,-184,-3288,4080316101
21,194,-3490,4080316101
22,-1446,-8597,4080316101
23,-1794,-8919,4080316101
24,-2271,-10293,4080316101
25,-2015,-10590,4080316101
26,-1683,-11097,4080316101
27,-1943,-12549,4080316101
28,-2331,-13952,4080316101
29,-2370,-14218,4080316101
30,-2913,-14907,4080316101
31,-4214,-19478,4080316101
32,-4887,-20029,4080316101
33,-5512,-22578,4080316101
34,-7852,-22114,4080316101
35,-8230,-23592,4080316101
36,-10478,-25849,4080316101
37,-7576,-18279,4080316101
38,-6109,-13808,4080316101
39,-2127,-8190,4080316101
40,-2234,-11215,4080316101
41,-5756,-17719,4080316101
42,-7991,-17821,4080316101
43,-10496,-18228,4080316101
44,-12160,-22371,4080316101
1,0,0,4080420268
2,-88,-182,4080420268
3,-305,156,4080420268
4,-460,-340,4080420268
5,-514,-643,4080420268
6,-838,-737,4080420268
7,-918,-1313,4080420268
8,-1085,-1392,4080420268
9,-701,-1061,4080420268
10,-228,-594,4080420268
11,571,-705,4080420268
12,35,-1027,4080420268
13,-219,-1526,4080420268
14,-179,-1016,4080420268
15,-279,-1024,4080420268
16,-704,-2113,4080420268
17,41,-479,4080420268
18,-114,330,4080420268
19,-548,-1021,4080420268
20,-1248,-3585,4080420268
21,-1068,-3134,4080420268
22,650,-2151,4080420268
23,1554,-495,4080420268
24,1822,-266,4080420268
25,3337,3525,4080420268
26,4158,4659,4080420268
27,5202,6345,4080420268
28,5863,6891,4080420268
29,10039,17658,4080420268
30,15729,18481,4080420268
31,16681,19239,4080420268
32,17835,21170,4080420268
33,21353,28686,4080420268
1,0,0,4080601137
2,-445,-11,4080601137
3,-339,307,4080601137
4,-494,334,4080601137
5,-1415,-162,4080601137
6,-1243,-144,4080601137
7,-1515,-211,4080601137
8,-1583,-338,4080601137
9,-2643,-1712,4080601137
10,-2591,-1410,4080601137
11,-3385,-2292,4080601137
12,-4367,-2733,4080601137
13,-3246,-717,4080601137
14,-3587,-1235,4080601137
15,-3447,-1049,4080601137
16,-3179,-1015,4080601137
17,-5182,-2267,4080601137
18,-4895,-2160,4080601137
19,-5582,-4140,4080601137
20,-5509,-3800,4080601137
21,-6206,-4776,4080601137
22,-5913,-4142,4080601137
23,-5486,-2141,4080601137
24,-5481,-3475,4080601137
25,-5224,-3168,4080601137
26,-3479,-1489,4080601137
27,-712,-380,4080601137
28,-638,-47,4080601137
29,-937,864,4080601137
30,2587,8723,4080601137
31,2713,6409,4080601137
32,1664,3035,4080601137
33,1390,5253,4080601137
34,2579,6997,4080601137
35,2422,8008,4080601137
1,0,0,4080666526
2,-499,-138,4080666526
3,139,714,4080666526
4,-263,-270,4080666526
5,457,1102,4080666526
6,1237,1232,4080666526
7,628,914,4080666526
8,719,1171,4080666526
9,1266,1763,4080666526
10,2323,2149,4080666526
11,2587,2306,4080666526
12,4248,1865,4080666526
13,4834,1911,4080666526
14,5853,3596,4080666526
15,5825,4242,4080666526
16,4866,3758,4080666526
17,6231,5931,4080666526
18,6445,6447,4080666526
19,6475,6418,4080666526
20,5458,4436,4080666526
21,6463,6248,4080666526
22,6354,4893,4080666526
23,6969,5452,4080666526
24,7876,5187,4080666526
25,7748,4688,4080666526
26,7538,4961,4080666526
27,7657,6848,4080666526
28,6940,7680,4080666526
29,8855,13321,4080666526
30,8989,14252,4080666526
31,8667,12888,4080666526
32,12335,18368,4080666526
33,12706,18519,4080666526
34,12659,19159,4080666526
35,13835,23431,4080666526
36,18711,28146,4080666526
37,20825,29673,4080666526
38,22907,30842,4080666526
39,27929,36312,4080666526
1,0,0,4080723031
2,-61,78,4080723031
3,275,753,4080723031
4,-605,478,4080723031
5,-356,662,4080723031
6,100,998,4080723031
7,-361,1133,4080723031
8,-710,591,4080723031
9,-605,362,4080723031
10,-203,248,4080723031
11,-1015,-836,4080723031
12,-1152,-709,4080723031
13,-87,454,4080723031
14,-66,7,4080723031
15,-386,-1815,4080723031
16,-1513,-2996,4080723031
17,-215,-2154,4080723031
18,1473,376,4080723031
19,627,-73,4080723031
20,-661,-711,4080723031
21,-148,1710,4080723031
22,-1015,-918,4080723031
23,-1947,-3820,4080723031
24,-3052,-5131,4080723031
25,-4635,-9284,4080723031
26,-6415,-11128,4080723031
27,-10541,-15224,4080723031
28,-12506,-16183,4080723031
29,-12621,-18419,4080723031
30,-14194,-23024,4080723031
31,-15876,-24493,4080723031
32,-15494,-27707,4080723031
33,-16478,-29750,4080723031
34,-17218,-28470,4080723031
35,-20915,-29283,4080723031
1,0,0,4080778303
2,25,-113,4080778303
3,-133,-140,4080778303
4,-317,-576,4080778303
5,51,252,4080778303
6,475,644,4080778303
7,665,760,4080778303
8,513,132,4080778303
9,451,357,4080778303
10,159,-81,4080778303
11,843,-311,4080778303
12,-144,-1201,4080778303
13,-491,-2441,4080778303
14,-1678,-4778,4080778303
15,-1399,-3895,4080778303
16,-1462,-3933,4080778303
17,-3552,-7223,4080778303
18,-3573,-7924,4080778303
19,-994,-3067,4080778303
20,-1299,-3103,4080778303
21,-1840,-4055,4080778303
22,-878,-2401,4080778303
23,-1577,-3831,4080778303
24,-2801,-5300,4080778303
25,-3000,-5719,4080778303
26,-4049,-5250,4080778303
27,-6354,-7526,4080778303
28,-6872,-4708,4080778303
29,-3319,1948,4080778303
30,-3420,1668,4080778303
31,-2190,7215,4080778303
32,-1321,8554,4080778303
33,-1541,7599,4080778303
34,-3165,4411,4080778303
35,-3372,3906,4080778303
36,826,10866,4080778303
37,6192,15122,4080778303
38,6606,16333,4080778303
39,5913,14559,4080778303
40,5722,13945,4080778303
41,4775,16255,4080778303
42,6081,17023,4080778303
43,6404,12296,4080778303
44,4355,8844,4080778303
45,3438,9033,4080778303
46,4837,11794,4080778303
47,6034,13493,4080778303
48,8267,8295,4080778303
49,9477,8904,4080778303
50,6098,5145,4080778303
51,5017,3696,4080778303
52,2888,2957,4080778303
53,3794,2687,4080778303
54,3539,2582,4080778303
55,3238,3414,4080778303
56,-2321,2950,4080778303
57,-7516,2517,4080778303
58,-12114,2458,4080778303
59,-12133,2515,4080778303
60,-13088,1921,4080778303
61,-13357,1950,4080778303
62,-15354,1827,4080778303
63,-14496,4577,4080778303
64,-15502,5109,4080778303
65,-14643,4060,4080778303
66,-13916,3725,4080778303
1,0,0,4080856812
2,-150,-134,4080856812
3,-245,95,4080856812
4,107,-117,4080856812
5,92,-198,4080856812
6,996,721,4080856812
7,1204,1618,4080856812
8,1288,1770,4080856812
9,1300,1749,4080856812
10,1588,1877,4080856812
11,1496,1716,4080856812
12,2495,2486,4080856812
13,2234,1508,4080856812
14,2563,2201,4080856812
15,2917,2775,4080856812
16,4163,4886,4080856812
17,4359,3872,4080856812
18,5686,6607,4080856812
19,4483,4262,4080856812
20,6149,7975,4080856812
21,5419,6465,4080856812
22,4079,3970,4080856812
23,3692,2887,4080856812
24,4997,6921,4080856812
25,4197,2359,4080856812
26,535,-3939,4080856812
27,-2260,-4906,4080856812
28,-2664,-7479,4080856812
29,-4943,-13532,4080856812
30,-8650,-13982,4080856812
31,-9483,-15035,4080856812
32,-13088,-20389,4080856812
33,-17170,-22402,4080856812
34,-18243,-22556,4080856812
35,-18117,-19366,4080856812
36,-17548,-20553,4080856812
37,-19552,-26133,4080856812
