"match_id","start_time","win","hero_id","account_id","leaguename"
3960583608,1529348591,false,72,94004717,"The International 2018"
3960583608,1529348591,false,16,84853828,"The International 2018"
3960583608,1529348591,false,37,116525052,"The International 2018"
3960583608,1529348591,false,21,86700461,"The International 2018"
3960583608,1529348591,false,69,117956848,"The International 2018"
3960583608,1529348591,true,101,86974263,"The International 2018"
3960583608,1529348591,true,10,86822085,"The International 2018"
3960583608,1529348591,true,77,85937380,"The International 2018"
3960583608,1529348591,true,89,176502766,"The International 2018"
3960583608,1529348591,true,2,87063175,"The International 2018"
3960600123,1529349683,false,30,117483894,"The International 2018"
3960600123,1529349683,false,38,92847434,"The International 2018"
3960600123,1529349683,false,111,113331514,"The International 2018"
3960600123,1529349683,false,23,5150808,"The International 2018"
3960600123,1529349683,false,48,96183976,"The International 2018"
3960600123,1529349683,true,37,94049589,"The International 2018"
3960600123,1529349683,true,93,26316691,"The International 2018"
3960600123,1529349683,true,2,94338967,"The International 2018"
3960600123,1529349683,true,21,109512357,"The International 2018"
3960600123,1529349683,true,25,87586992,"The International 2018"
3960615221,1529350204,true,37,90125566,"The International 2018"
3960615221,1529350204,true,16,96196828,"The International 2018"
3960615221,1529350204,true,49,11865327,"The International 2018"
3960615221,1529350204,true,54,113995822,"The International 2018"
3960615221,1529350204,true,52,295697470,"The International 2018"
3960615221,1529350204,false,87,129071882,"The International 2018"
3960615221,1529350204,false,60,86785083,"The International 2018"
3960615221,1529350204,false,101,90423751,"The International 2018"
3960615221,1529350204,false,41,112250781,"The International 2018"
3960615221,1529350204,false,47,112740723,"The International 2018"
3960680068,1529354219,true,16,157989498,"The International 2018"
3960680068,1529354219,true,65,407321629,"The International 2018"
3960680068,1529354219,true,110,100758751,"The International 2018"
3960680068,1529354219,true,9,385750274,"The International 2018"
3960680068,1529354219,true,10,91364275,"The International 2018"
3960680068,1529354219,false,54,28070572,"The International 2018"
3960680068,1529354219,false,119,155332459,"The International 2018"
3960680068,1529354219,false,120,97975407,"The International 2018"
3960680068,1529354219,false,21,99796146,"The International 2018"
3960680068,1529354219,false,25,185202677,"The International 2018"
3960760412,1529358946,false,108,242697694,"The International 2018"
3960760412,1529358946,false,89,101779337,"The International 2018"
3960760412,1529358946,false,25,59463394,"The International 2018"
3960760412,1529358946,false,77,194521913,"The International 2018"
3960760412,1529358946,false,64,100507647,"The International 2018"
3960760412,1529358946,true,93,131706718,"The International 2018"
3960760412,1529358946,true,60,118207269,"The International 2018"
3960760412,1529358946,true,101,124438626,"The International 2018"
3960760412,1529358946,true,16,85312703,"The International 2018"
3960760412,1529358946,true,34,116514161,"The International 2018"
3960868114,1529368599,true,69,242697694,"The International 2018"
3960868114,1529368599,true,21,101779337,"The International 2018"
3960868114,1529368599,true,43,59463394,"The International 2018"
3960868114,1529368599,true,54,194521913,"The International 2018"
3960868114,1529368599,true,30,100507647,"The International 2018"
3960868114,1529368599,false,101,86974263,"The International 2018"
3960868114,1529368599,false,23,85937380,"The International 2018"
3960868114,1529368599,false,104,87063175,"The International 2018"
3960868114,1529368599,false,103,176502766,"The International 2018"
3960868114,1529368599,false,44,86822085,"The International 2018"
3960936028,1529374761,false,103,157989498,"The International 2018"
3960936028,1529374761,false,29,407321629,"The International 2018"
3960936028,1529374761,false,45,385750274,"The International 2018"
3960936028,1529374761,false,119,100758751,"The International 2018"
3960936028,1529374761,false,109,91364275,"The International 2018"
3960936028,1529374761,true,3,86974263,"The International 2018"
3960936028,1529374761,true,12,85937380,"The International 2018"
3960936028,1529374761,true,89,176502766,"The International 2018"
3960936028,1529374761,true,4,86822085,"The International 2018"
3960936028,1529374761,true,120,87063175,"The International 2018"
3960963962,1529377084,false,52,468599935,"The International 2018"
3960963962,1529377084,false,49,376376587,"The International 2018"
3960963962,1529377084,false,21,103354522,"The International 2018"
3960963962,1529377084,false,2,342340720,"The International 2018"
3960963962,1529377084,false,85,130140436,"The International 2018"
3960963962,1529377084,true,90,849035415,"The International 2018"
3960963962,1529377084,true,88,119576842,"The International 2018"
3960963962,1529377084,true,43,90882159,"The International 2018"
3960963962,1529377084,true,9,148215639,"The International 2018"
3960963962,1529377084,true,99,111189717,"The International 2018"
3960988841,1529378915,true,103,140153524,"The International 2018"
3960988841,1529378915,true,46,129958758,"The International 2018"
3960988841,1529378915,true,78,156662698,"The International 2018"
3960988841,1529378915,true,52,207829314,"The International 2018"
3960988841,1529378915,true,40,130416036,"The International 2018"
3960988841,1529378915,false,15,91369376,"The International 2018"
3960988841,1529378915,false,74,202217968,"The International 2018"
3960988841,1529378915,false,38,111291593,"The International 2018"
3960988841,1529378915,false,89,103940975,"The International 2018"
3960988841,1529378915,false,85,103039499,"The International 2018"
3961000985,1529379917,true,103,163587550,"The International 2018"
3961000985,1529379917,true,26,108717482,"The International 2018"
3961000985,1529379917,true,69,139031324,"The International 2018"
3961000985,1529379917,true,49,171211166,"The International 2018"
3961000985,1529379917,true,9,248941611,"The International 2018"
3961000985,1529379917,false,52,397462905,"The International 2018"
3961000985,1529379917,false,16,142974425,"The International 2018"
3961000985,1529379917,false,37,158847773,"The International 2018"
3961000985,1529379917,false,15,255219872,"The International 2018"
3961000985,1529379917,false,41,277742444,"The International 2018"
3961040985,1529382882,true,37,117731777,"The International 2018"
3961040985,1529382882,true,12,168028715,"The International 2018"
3961040985,1529382882,true,45,157475523,"The International 2018"
3961040985,1529382882,true,25,124936122,"The International 2018"
3961040985,1529382882,true,103,138543123,"The International 2018"
3961040985,1529382882,false,87,849035415,"The International 2018"
3961040985,1529382882,false,51,119576842,"The International 2018"
3961040985,1529382882,false,49,90882159,"The International 2018"
3961040985,1529382882,false,52,148215639,"The International 2018"
3961040985,1529382882,false,57,111189717,"The International 2018"
3961061756,1529384332,false,92,91369376,"The International 2018"
3961061756,1529384332,false,38,111291593,"The International 2018"
3961061756,1529384332,false,49,202217968,"The International 2018"
3961061756,1529384332,false,101,103940975,"The International 2018"
3961061756,1529384332,false,85,103039499,"The International 2018"
3961061756,1529384332,true,67,103275898,"The International 2018"
3961061756,1529384332,true,106,88585077,"The International 2018"
3961061756,1529384332,true,69,164530809,"The International 2018"
3961061756,1529384332,true,37,104652351,"The International 2018"
3961061756,1529384332,true,108,119594755,"The International 2018"
3961102532,1529386803,true,64,117731777,"The International 2018"
3961102532,1529386803,true,41,168028715,"The International 2018"
3961102532,1529386803,true,9,157475523,"The International 2018"
3961102532,1529386803,true,21,124936122,"The International 2018"
3961102532,1529386803,true,89,138543123,"The International 2018"
3961102532,1529386803,false,13,468599935,"The International 2018"
3961102532,1529386803,false,103,130140436,"The International 2018"
3961102532,1529386803,false,87,103354522,"The International 2018"
3961102532,1529386803,false,10,376376587,"The International 2018"
3961102532,1529386803,false,38,342340720,"The International 2018"
3961142758,1529389147,true,30,849035415,"The International 2018"
3961142758,1529389147,true,103,119576842,"The International 2018"
3961142758,1529389147,true,25,90882159,"The International 2018"
3961142758,1529389147,true,44,148215639,"The International 2018"
3961142758,1529389147,true,9,111189717,"The International 2018"
3961142758,1529389147,false,52,140153524,"The International 2018"
3961142758,1529389147,false,106,129958758,"The International 2018"
3961142758,1529389147,false,78,156662698,"The International 2018"
3961142758,1529389147,false,21,207829314,"The International 2018"
3961142758,1529389147,false,4,130416036,"The International 2018"
3961146514,1529389413,false,43,91369376,"The International 2018"
3961146514,1529389413,false,65,111291593,"The International 2018"
3961146514,1529389413,false,106,202217968,"The International 2018"
3961146514,1529389413,false,89,103940975,"The International 2018"
3961146514,1529389413,false,87,103039499,"The International 2018"
3961146514,1529389413,true,69,397462905,"The International 2018"
3961146514,1529389413,true,91,158847773,"The International 2018"
3961146514,1529389413,true,26,142974425,"The International 2018"
3961146514,1529389413,true,4,255219872,"The International 2018"
3961146514,1529389413,true,77,277742444,"The International 2018"
3961217248,1529393328,true,89,163587550,"The International 2018"
3961217248,1529393328,true,12,171211166,"The International 2018"
3961217248,1529393328,true,69,139031324,"The International 2018"
3961217248,1529393328,true,64,108717482,"The International 2018"
3961217248,1529393328,true,43,248941611,"The International 2018"
3961217248,1529393328,false,9,342340720,"The International 2018"
3961217248,1529393328,false,11,468599935,"The International 2018"
3961217248,1529393328,false,93,376376587,"The International 2018"
3961217248,1529393328,false,51,103354522,"The International 2018"
3961217248,1529393328,false,52,130140436,"The International 2018"
3961219376,1529393413,false,12,103275898,"The International 2018"
3961219376,1529393413,false,39,88585077,"The International 2018"
3961219376,1529393413,false,69,164530809,"The International 2018"
3961219376,1529393413,false,87,104652351,"The International 2018"
3961219376,1529393413,false,29,119594755,"The International 2018"
3961219376,1529393413,true,78,397462905,"The International 2018"
3961219376,1529393413,true,100,142974425,"The International 2018"
3961219376,1529393413,true,3,158847773,"The International 2018"
3961219376,1529393413,true,13,255219872,"The International 2018"
3961219376,1529393413,true,77,277742444,"The International 2018"
3961259644,1529395432,false,101,117483894,"The International 2018"
3961259644,1529395432,false,28,92847434,"The International 2018"
3961259644,1529395432,false,85,113331514,"The International 2018"
3961259644,1529395432,false,39,5150808,"The International 2018"
3961259644,1529395432,false,54,96183976,"The International 2018"
3961259644,1529395432,true,52,182993582,"The International 2018"
3961259644,1529395432,true,79,11550182,"The International 2018"
3961259644,1529395432,true,43,237238721,"The International 2018"
3961259644,1529395432,true,16,86870856,"The International 2018"
3961259644,1529395432,true,8,175463659,"The International 2018"
3961276206,1529396244,false,3,140153524,"The International 2018"
3961276206,1529396244,false,43,129958758,"The International 2018"
3961276206,1529396244,false,104,156662698,"The International 2018"
3961276206,1529396244,false,51,207829314,"The International 2018"
3961276206,1529396244,false,12,130416036,"The International 2018"
3961276206,1529396244,true,54,103275898,"The International 2018"
3961276206,1529396244,true,22,88585077,"The International 2018"
3961276206,1529396244,true,89,164530809,"The International 2018"
3961276206,1529396244,true,9,119594755,"The International 2018"
3961276206,1529396244,true,87,104652351,"The International 2018"
3961291740,1529397334,true,88,108717482,"The International 2018"
3961291740,1529397334,true,38,139031324,"The International 2018"
3961291740,1529397334,true,101,163587550,"The International 2018"
3961291740,1529397334,true,9,171211166,"The International 2018"
3961291740,1529397334,true,11,248941611,"The International 2018"
3961291740,1529397334,false,3,849035415,"The International 2018"
3961291740,1529397334,false,103,119576842,"The International 2018"
3961291740,1529397334,false,49,90882159,"The International 2018"
3961291740,1529397334,false,52,148215639,"The International 2018"
3961291740,1529397334,false,78,111189717,"The International 2018"